     Energy       Flux            PL            PC          PL45   Filtered
         eV  ph/s/0.1%             -             -             -          -
7.04000e+04  5.234e+11  9.093742e-01  0.000000e+00  0.000000e+00  3.496e+09
7.05000e+04  5.211e+11  9.094099e-01  0.000000e+00  0.000000e+00  3.457e+09
7.06000e+04  5.189e+11  9.094456e-01  0.000000e+00  0.000000e+00  3.418e+09
7.07000e+04  5.166e+11  9.094813e-01  0.000000e+00  0.000000e+00  3.380e+09
7.08000e+04  5.143e+11  9.095170e-01  0.000000e+00  0.000000e+00  3.342e+09
7.09000e+04  5.120e+11  9.095527e-01  0.000000e+00  0.000000e+00  3.304e+09
7.10000e+04  5.098e+11  9.095884e-01  0.000000e+00  0.000000e+00  3.267e+09
7.11000e+04  5.075e+11  9.096242e-01  0.000000e+00  0.000000e+00  3.231e+09
7.12000e+04  5.053e+11  9.096600e-01  0.000000e+00  0.000000e+00  3.194e+09
7.13000e+04  5.031e+11  9.096957e-01  0.000000e+00  0.000000e+00  3.159e+09
7.14000e+04  5.008e+11  9.097315e-01  0.000000e+00  0.000000e+00  3.124e+09
7.15000e+04  4.986e+11  9.097673e-01  0.000000e+00  0.000000e+00  3.088e+09
7.16000e+04  4.964e+11  9.098032e-01  0.000000e+00  0.000000e+00  3.053e+09
7.17000e+04  4.942e+11  9.098390e-01  0.000000e+00  0.000000e+00  3.018e+09
7.18000e+04  4.921e+11  9.098748e-01  0.000000e+00  0.000000e+00  2.983e+09
7.19000e+04  4.899e+11  9.099107e-01  0.000000e+00  0.000000e+00  2.949e+09
7.20000e+04  4.877e+11  9.099466e-01  0.000000e+00  0.000000e+00  2.916e+09
7.21000e+04  4.856e+11  9.099824e-01  0.000000e+00  0.000000e+00  2.883e+09
7.22000e+04  4.834e+11  9.100183e-01  0.000000e+00  0.000000e+00  2.850e+09
7.23000e+04  4.813e+11  9.100542e-01  0.000000e+00  0.000000e+00  2.817e+09
7.24000e+04  4.791e+11  9.100901e-01  0.000000e+00  0.000000e+00  2.785e+09
7.25000e+04  4.770e+11  9.101261e-01  0.000000e+00  0.000000e+00  2.754e+09
7.26000e+04  4.749e+11  9.101620e-01  0.000000e+00  0.000000e+00  2.722e+09
7.27000e+04  4.728e+11  9.101980e-01  0.000000e+00  0.000000e+00  2.691e+09
7.28000e+04  4.707e+11  9.102339e-01  0.000000e+00  0.000000e+00  2.661e+09
7.29000e+04  4.686e+11  9.102699e-01  0.000000e+00  0.000000e+00  2.631e+09
7.30000e+04  4.665e+11  9.103059e-01  0.000000e+00  0.000000e+00  2.601e+09
7.31000e+04  4.645e+11  9.103419e-01  0.000000e+00  0.000000e+00  2.572e+09
7.32000e+04  4.624e+11  9.103779e-01  0.000000e+00  0.000000e+00  2.542e+09
7.33000e+04  4.604e+11  9.104139e-01  0.000000e+00  0.000000e+00  2.514e+09
7.34000e+04  4.583e+11  9.104499e-01  0.000000e+00  0.000000e+00  2.486e+09
7.35000e+04  4.563e+11  9.104860e-01  0.000000e+00  0.000000e+00  2.458e+09
7.36000e+04  4.542e+11  9.105220e-01  0.000000e+00  0.000000e+00  2.430e+09
7.37000e+04  4.522e+11  9.105581e-01  0.000000e+00  0.000000e+00  2.403e+09
7.38000e+04  4.502e+11  9.105941e-01  0.000000e+00  0.000000e+00  2.376e+09
7.39000e+04  4.482e+11  9.106302e-01  0.000000e+00  0.000000e+00  2.349e+09
7.40000e+04  4.462e+11  9.106663e-01  0.000000e+00  0.000000e+00  2.323e+09
7.41000e+04  4.442e+11  9.107024e-01  0.000000e+00  0.000000e+00  2.297e+09
7.42000e+04  4.423e+11  9.107385e-01  0.000000e+00  0.000000e+00  2.271e+09
7.43000e+04  4.403e+11  9.107746e-01  0.000000e+00  0.000000e+00  2.246e+09
7.44000e+04  4.383e+11  9.108107e-01  0.000000e+00  0.000000e+00  2.221e+09
7.45000e+04  4.364e+11  9.108468e-01  0.000000e+00  0.000000e+00  2.196e+09
7.46000e+04  4.344e+11  9.108830e-01  0.000000e+00  0.000000e+00  2.172e+09
7.47000e+04  4.325e+11  9.109191e-01  0.000000e+00  0.000000e+00  2.148e+09
7.48000e+04  4.306e+11  9.109553e-01  0.000000e+00  0.000000e+00  2.123e+09
7.49000e+04  4.286e+11  9.109914e-01  0.000000e+00  0.000000e+00  2.100e+09
7.50000e+04  4.267e+11  9.110276e-01  0.000000e+00  0.000000e+00  2.077e+09
7.51000e+04  4.248e+11  9.110638e-01  0.000000e+00  0.000000e+00  2.054e+09
7.52000e+04  4.229e+11  9.111000e-01  0.000000e+00  0.000000e+00  2.031e+09
7.53000e+04  4.210e+11  9.111361e-01  0.000000e+00  0.000000e+00  2.009e+09
7.54000e+04  4.192e+11  9.111723e-01  0.000000e+00  0.000000e+00  1.986e+09
7.55000e+04  4.173e+11  9.112086e-01  0.000000e+00  0.000000e+00  1.964e+09
7.56000e+04  4.154e+11  9.112448e-01  0.000000e+00  0.000000e+00  1.942e+09
7.57000e+04  4.136e+11  9.112810e-01  0.000000e+00  0.000000e+00  1.921e+09
7.58000e+04  4.117e+11  9.113172e-01  0.000000e+00  0.000000e+00  1.900e+09
7.59000e+04  4.099e+11  9.113535e-01  0.000000e+00  0.000000e+00  1.879e+09
7.60000e+04  4.080e+11  9.113897e-01  0.000000e+00  0.000000e+00  1.858e+09
7.61000e+04  4.062e+11  9.114259e-01  0.000000e+00  0.000000e+00  1.838e+09
7.62000e+04  4.044e+11  9.114622e-01  0.000000e+00  0.000000e+00  1.818e+09
7.63000e+04  4.026e+11  9.114985e-01  0.000000e+00  0.000000e+00  1.798e+09
7.64000e+04  4.008e+11  9.115347e-01  0.000000e+00  0.000000e+00  1.778e+09
7.65000e+04  3.990e+11  9.115710e-01  0.000000e+00  0.000000e+00  1.757e+09
7.66000e+04  3.972e+11  9.116073e-01  0.000000e+00  0.000000e+00  1.736e+09
7.67000e+04  3.954e+11  9.116436e-01  0.000000e+00  0.000000e+00  1.716e+09
7.68000e+04  3.937e+11  9.116799e-01  0.000000e+00  0.000000e+00  1.696e+09
7.69000e+04  3.919e+11  9.117161e-01  0.000000e+00  0.000000e+00  1.675e+09
7.70000e+04  3.901e+11  9.117524e-01  0.000000e+00  0.000000e+00  1.653e+09
7.71000e+04  3.884e+11  9.117888e-01  0.000000e+00  0.000000e+00  1.631e+09
7.72000e+04  3.866e+11  9.118251e-01  0.000000e+00  0.000000e+00  1.610e+09
7.73000e+04  3.849e+11  9.118614e-01  0.000000e+00  0.000000e+00  1.589e+09
7.74000e+04  3.832e+11  9.118977e-01  0.000000e+00  0.000000e+00  1.568e+09
7.75000e+04  3.814e+11  9.119340e-01  0.000000e+00  0.000000e+00  1.548e+09
7.76000e+04  3.797e+11  9.119704e-01  0.000000e+00  0.000000e+00  1.528e+09
7.77000e+04  3.780e+11  9.120067e-01  0.000000e+00  0.000000e+00  1.508e+09
7.78000e+04  3.763e+11  9.120430e-01  0.000000e+00  0.000000e+00  1.488e+09
7.79000e+04  3.746e+11  9.120794e-01  0.000000e+00  0.000000e+00  1.469e+09
7.80000e+04  3.729e+11  9.121157e-01  0.000000e+00  0.000000e+00  1.449e+09
7.81000e+04  3.713e+11  9.121521e-01  0.000000e+00  0.000000e+00  1.417e+09
7.82000e+04  3.696e+11  9.121884e-01  0.000000e+00  0.000000e+00  1.385e+09
7.83000e+04  3.679e+11  9.122248e-01  0.000000e+00  0.000000e+00  1.354e+09
7.84000e+04  3.663e+11  9.122612e-01  0.000000e+00  0.000000e+00  1.347e+09
7.85000e+04  3.646e+11  9.122975e-01  0.000000e+00  0.000000e+00  1.345e+09
7.86000e+04  3.630e+11  9.123339e-01  0.000000e+00  0.000000e+00  1.343e+09
7.87000e+04  3.614e+11  9.123703e-01  0.000000e+00  0.000000e+00  1.341e+09
7.88000e+04  3.597e+11  9.124067e-01  0.000000e+00  0.000000e+00  1.338e+09
7.89000e+04  3.581e+11  9.124431e-01  0.000000e+00  0.000000e+00  1.328e+09
7.90000e+04  3.565e+11  9.124794e-01  0.000000e+00  0.000000e+00  1.319e+09
7.91000e+04  3.549e+11  9.125158e-01  0.000000e+00  0.000000e+00  1.309e+09
7.92000e+04  3.533e+11  9.125522e-01  0.000000e+00  0.000000e+00  1.300e+09
7.93000e+04  3.517e+11  9.125886e-01  0.000000e+00  0.000000e+00  1.291e+09
7.94000e+04  3.501e+11  9.126250e-01  0.000000e+00  0.000000e+00  1.281e+09
7.95000e+04  3.485e+11  9.126614e-01  0.000000e+00  0.000000e+00  1.272e+09
7.96000e+04  3.469e+11  9.126978e-01  0.000000e+00  0.000000e+00  1.263e+09
7.97000e+04  3.454e+11  9.127342e-01  0.000000e+00  0.000000e+00  1.254e+09
7.98000e+04  3.438e+11  9.127706e-01  0.000000e+00  0.000000e+00  1.245e+09
7.99000e+04  3.423e+11  9.128070e-01  0.000000e+00  0.000000e+00  1.236e+09
8.00000e+04  3.407e+11  9.128434e-01  0.000000e+00  0.000000e+00  1.226e+09
8.01000e+04  3.392e+11  9.128799e-01  0.000000e+00  0.000000e+00  1.215e+09
8.02000e+04  3.376e+11  9.129163e-01  0.000000e+00  0.000000e+00  1.204e+09
8.03000e+04  3.361e+11  9.129527e-01  0.000000e+00  0.000000e+00  1.193e+09
8.04000e+04  3.346e+11  9.129891e-01  0.000000e+00  0.000000e+00  1.182e+09
8.05000e+04  3.331e+11  9.130255e-01  0.000000e+00  0.000000e+00  1.172e+09
8.06000e+04  3.316e+11  9.130619e-01  0.000000e+00  0.000000e+00  1.161e+09
8.07000e+04  3.301e+11  9.130984e-01  0.000000e+00  0.000000e+00  1.151e+09
8.08000e+04  3.286e+11  9.131348e-01  0.000000e+00  0.000000e+00  1.141e+09
8.09000e+04  3.271e+11  9.131712e-01  0.000000e+00  0.000000e+00  1.130e+09
8.10000e+04  3.256e+11  9.132076e-01  0.000000e+00  0.000000e+00  1.120e+09
8.11000e+04  3.241e+11  9.132441e-01  0.000000e+00  0.000000e+00  1.110e+09
8.12000e+04  3.226e+11  9.132805e-01  0.000000e+00  0.000000e+00  1.100e+09
8.13000e+04  3.212e+11  9.133169e-01  0.000000e+00  0.000000e+00  1.090e+09
8.14000e+04  3.197e+11  9.133534e-01  0.000000e+00  0.000000e+00  1.081e+09
8.15000e+04  3.183e+11  9.133898e-01  0.000000e+00  0.000000e+00  1.071e+09
8.16000e+04  3.168e+11  9.134262e-01  0.000000e+00  0.000000e+00  1.061e+09
8.17000e+04  3.154e+11  9.134627e-01  0.000000e+00  0.000000e+00  1.052e+09
8.18000e+04  3.140e+11  9.134991e-01  0.000000e+00  0.000000e+00  1.041e+09
8.19000e+04  3.125e+11  9.135355e-01  0.000000e+00  0.000000e+00  1.032e+09
8.20000e+04  3.111e+11  9.135719e-01  0.000000e+00  0.000000e+00  1.022e+09
8.21000e+04  3.097e+11  9.136084e-01  0.000000e+00  0.000000e+00  1.012e+09
8.22000e+04  3.083e+11  9.136448e-01  0.000000e+00  0.000000e+00  1.002e+09
8.23000e+04  3.069e+11  9.136812e-01  0.000000e+00  0.000000e+00  9.928e+08
8.24000e+04  3.055e+11  9.137177e-01  0.000000e+00  0.000000e+00  9.835e+08
8.25000e+04  3.041e+11  9.137541e-01  0.000000e+00  0.000000e+00  9.741e+08
8.26000e+04  3.027e+11  9.137905e-01  0.000000e+00  0.000000e+00  9.649e+08
8.27000e+04  3.013e+11  9.138270e-01  0.000000e+00  0.000000e+00  9.558e+08
8.28000e+04  3.000e+11  9.138634e-01  0.000000e+00  0.000000e+00  9.468e+08
8.29000e+04  2.986e+11  9.138998e-01  0.000000e+00  0.000000e+00  9.376e+08
8.30000e+04  2.972e+11  9.139362e-01  0.000000e+00  0.000000e+00  9.289e+08
8.31000e+04  2.959e+11  9.139727e-01  0.000000e+00  0.000000e+00  9.199e+08
8.32000e+04  2.945e+11  9.140091e-01  0.000000e+00  0.000000e+00  9.114e+08
8.33000e+04  2.932e+11  9.140455e-01  0.000000e+00  0.000000e+00  9.028e+08
8.34000e+04  2.919e+11  9.140819e-01  0.000000e+00  0.000000e+00  8.943e+08
8.35000e+04  2.905e+11  9.141184e-01  0.000000e+00  0.000000e+00  8.859e+08
8.36000e+04  2.892e+11  9.141548e-01  0.000000e+00  0.000000e+00  8.775e+08
8.37000e+04  2.879e+11  9.141912e-01  0.000000e+00  0.000000e+00  8.692e+08
8.38000e+04  2.866e+11  9.142276e-01  0.000000e+00  0.000000e+00  8.612e+08
8.39000e+04  2.853e+11  9.142640e-01  0.000000e+00  0.000000e+00  8.530e+08
8.40000e+04  2.840e+11  9.143005e-01  0.000000e+00  0.000000e+00  8.448e+08
8.41000e+04  2.827e+11  9.143369e-01  0.000000e+00  0.000000e+00  8.370e+08
8.42000e+04  2.814e+11  9.143733e-01  0.000000e+00  0.000000e+00  8.292e+08
8.43000e+04  2.801e+11  9.144097e-01  0.000000e+00  0.000000e+00  8.214e+08
8.44000e+04  2.788e+11  9.144461e-01  0.000000e+00  0.000000e+00  8.136e+08
8.45000e+04  2.775e+11  9.144825e-01  0.000000e+00  0.000000e+00  8.061e+08
8.46000e+04  2.763e+11  9.145189e-01  0.000000e+00  0.000000e+00  7.984e+08
8.47000e+04  2.750e+11  9.145553e-01  0.000000e+00  0.000000e+00  7.911e+08
8.48000e+04  2.738e+11  9.145917e-01  0.000000e+00  0.000000e+00  7.838e+08
8.49000e+04  2.725e+11  9.146281e-01  0.000000e+00  0.000000e+00  7.764e+08
8.50000e+04  2.713e+11  9.146645e-01  0.000000e+00  0.000000e+00  7.690e+08
8.51000e+04  2.700e+11  9.147009e-01  0.000000e+00  0.000000e+00  7.620e+08
8.52000e+04  2.688e+11  9.147373e-01  0.000000e+00  0.000000e+00  7.548e+08
8.53000e+04  2.676e+11  9.147736e-01  0.000000e+00  0.000000e+00  7.478e+08
8.54000e+04  2.663e+11  9.148100e-01  0.000000e+00  0.000000e+00  7.409e+08
8.55000e+04  2.651e+11  9.148464e-01  0.000000e+00  0.000000e+00  7.339e+08
8.56000e+04  2.639e+11  9.148828e-01  0.000000e+00  0.000000e+00  7.273e+08
8.57000e+04  2.627e+11  9.149191e-01  0.000000e+00  0.000000e+00  7.204e+08
8.58000e+04  2.615e+11  9.149555e-01  0.000000e+00  0.000000e+00  7.138e+08
8.59000e+04  2.603e+11  9.149919e-01  0.000000e+00  0.000000e+00  7.070e+08
8.60000e+04  2.591e+11  9.150282e-01  0.000000e+00  0.000000e+00  7.006e+08
8.61000e+04  2.579e+11  9.150646e-01  0.000000e+00  0.000000e+00  6.941e+08
8.62000e+04  2.567e+11  9.151010e-01  0.000000e+00  0.000000e+00  6.877e+08
8.63000e+04  2.555e+11  9.151373e-01  0.000000e+00  0.000000e+00  6.814e+08
8.64000e+04  2.544e+11  9.151737e-01  0.000000e+00  0.000000e+00  6.751e+08
8.65000e+04  2.532e+11  9.152100e-01  0.000000e+00  0.000000e+00  6.688e+08
8.66000e+04  2.520e+11  9.152463e-01  0.000000e+00  0.000000e+00  6.626e+08
8.67000e+04  2.509e+11  9.152827e-01  0.000000e+00  0.000000e+00  6.564e+08
8.68000e+04  2.497e+11  9.153190e-01  0.000000e+00  0.000000e+00  6.505e+08
8.69000e+04  2.486e+11  9.153553e-01  0.000000e+00  0.000000e+00  6.444e+08
8.70000e+04  2.474e+11  9.153917e-01  0.000000e+00  0.000000e+00  6.384e+08
8.71000e+04  2.463e+11  9.154280e-01  0.000000e+00  0.000000e+00  6.326e+08
8.72000e+04  2.452e+11  9.154643e-01  0.000000e+00  0.000000e+00  6.269e+08
8.73000e+04  2.441e+11  9.155006e-01  0.000000e+00  0.000000e+00  6.210e+08
8.74000e+04  2.429e+11  9.155369e-01  0.000000e+00  0.000000e+00  6.151e+08
8.75000e+04  2.418e+11  9.155732e-01  0.000000e+00  0.000000e+00  6.095e+08
8.76000e+04  2.407e+11  9.156095e-01  0.000000e+00  0.000000e+00  6.037e+08
8.77000e+04  2.396e+11  9.156458e-01  0.000000e+00  0.000000e+00  5.979e+08
8.78000e+04  2.385e+11  9.156821e-01  0.000000e+00  0.000000e+00  5.924e+08
8.79000e+04  2.374e+11  9.157184e-01  0.000000e+00  0.000000e+00  5.867e+08
8.80000e+04  2.363e+11  9.157547e-01  0.000000e+00  0.000000e+00  5.813e+08
8.81000e+04  2.352e+11  9.157909e-01  0.000000e+00  0.000000e+00  5.759e+08
8.82000e+04  2.341e+11  9.158272e-01  0.000000e+00  0.000000e+00  5.703e+08
8.83000e+04  2.331e+11  9.158635e-01  0.000000e+00  0.000000e+00  5.650e+08
8.84000e+04  2.320e+11  9.158997e-01  0.000000e+00  0.000000e+00  5.597e+08
8.85000e+04  2.309e+11  9.159360e-01  0.000000e+00  0.000000e+00  5.545e+08
8.86000e+04  2.299e+11  9.159722e-01  0.000000e+00  0.000000e+00  5.493e+08
8.87000e+04  2.288e+11  9.160085e-01  0.000000e+00  0.000000e+00  5.442e+08
8.88000e+04  2.277e+11  9.160447e-01  0.000000e+00  0.000000e+00  5.392e+08
8.89000e+04  2.267e+11  9.160810e-01  0.000000e+00  0.000000e+00  5.342e+08
8.90000e+04  2.256e+11  9.161172e-01  0.000000e+00  0.000000e+00  5.291e+08
8.91000e+04  2.246e+11  9.161534e-01  0.000000e+00  0.000000e+00  5.241e+08
8.92000e+04  2.236e+11  9.161896e-01  0.000000e+00  0.000000e+00  5.193e+08
8.93000e+04  2.225e+11  9.162258e-01  0.000000e+00  0.000000e+00  5.144e+08
8.94000e+04  2.215e+11  9.162620e-01  0.000000e+00  0.000000e+00  5.096e+08
8.95000e+04  2.205e+11  9.162982e-01  0.000000e+00  0.000000e+00  5.048e+08
8.96000e+04  2.195e+11  9.163344e-01  0.000000e+00  0.000000e+00  5.003e+08
8.97000e+04  2.185e+11  9.163706e-01  0.000000e+00  0.000000e+00  4.956e+08
8.98000e+04  2.174e+11  9.164068e-01  0.000000e+00  0.000000e+00  4.909e+08
8.99000e+04  2.164e+11  9.164430e-01  0.000000e+00  0.000000e+00  4.865e+08
9.00000e+04  2.154e+11  9.164791e-01  0.000000e+00  0.000000e+00  4.819e+08
9.01000e+04  2.145e+11  9.165153e-01  0.000000e+00  0.000000e+00  4.775e+08
9.02000e+04  2.135e+11  9.165515e-01  0.000000e+00  0.000000e+00  4.729e+08
9.03000e+04  2.125e+11  9.165876e-01  0.000000e+00  0.000000e+00  4.686e+08
9.04000e+04  2.115e+11  9.166238e-01  0.000000e+00  0.000000e+00  4.644e+08
9.05000e+04  2.105e+11  9.166599e-01  0.000000e+00  0.000000e+00  4.601e+08
9.06000e+04  2.095e+11  9.166960e-01  0.000000e+00  0.000000e+00  4.557e+08
9.07000e+04  2.086e+11  9.167321e-01  0.000000e+00  0.000000e+00  4.515e+08
9.08000e+04  2.076e+11  9.167683e-01  0.000000e+00  0.000000e+00  4.473e+08
9.09000e+04  2.066e+11  9.168044e-01  0.000000e+00  0.000000e+00  4.432e+08
9.10000e+04  2.057e+11  9.168405e-01  0.000000e+00  0.000000e+00  4.391e+08
9.11000e+04  2.047e+11  9.168766e-01  0.000000e+00  0.000000e+00  4.352e+08
9.12000e+04  2.038e+11  9.169127e-01  0.000000e+00  0.000000e+00  4.311e+08
9.13000e+04  2.028e+11  9.169488e-01  0.000000e+00  0.000000e+00  4.271e+08
9.14000e+04  2.019e+11  9.169848e-01  0.000000e+00  0.000000e+00  4.233e+08
9.15000e+04  2.010e+11  9.170209e-01  0.000000e+00  0.000000e+00  4.194e+08
9.16000e+04  2.000e+11  9.170570e-01  0.000000e+00  0.000000e+00  4.154e+08
9.17000e+04  1.991e+11  9.170930e-01  0.000000e+00  0.000000e+00  4.117e+08
9.18000e+04  1.982e+11  9.171291e-01  0.000000e+00  0.000000e+00  4.078e+08
9.19000e+04  1.973e+11  9.171651e-01  0.000000e+00  0.000000e+00  4.041e+08
9.20000e+04  1.964e+11  9.172011e-01  0.000000e+00  0.000000e+00  4.005e+08
9.21000e+04  1.954e+11  9.172372e-01  0.000000e+00  0.000000e+00  3.968e+08
9.22000e+04  1.945e+11  9.172732e-01  0.000000e+00  0.000000e+00  3.931e+08
9.23000e+04  1.936e+11  9.173092e-01  0.000000e+00  0.000000e+00  3.895e+08
9.24000e+04  1.927e+11  9.173452e-01  0.000000e+00  0.000000e+00  3.860e+08
9.25000e+04  1.918e+11  9.173812e-01  0.000000e+00  0.000000e+00  3.825e+08
9.26000e+04  1.910e+11  9.174172e-01  0.000000e+00  0.000000e+00  3.790e+08
9.27000e+04  1.901e+11  9.174531e-01  0.000000e+00  0.000000e+00  3.755e+08
9.28000e+04  1.892e+11  9.174891e-01  0.000000e+00  0.000000e+00  3.721e+08
9.29000e+04  1.883e+11  9.175251e-01  0.000000e+00  0.000000e+00  3.687e+08
9.30000e+04  1.874e+11  9.175610e-01  0.000000e+00  0.000000e+00  3.654e+08
9.31000e+04  1.866e+11  9.175970e-01  0.000000e+00  0.000000e+00  3.621e+08
9.32000e+04  1.857e+11  9.176329e-01  0.000000e+00  0.000000e+00  3.587e+08
9.33000e+04  1.848e+11  9.176688e-01  0.000000e+00  0.000000e+00  3.554e+08
9.34000e+04  1.840e+11  9.177048e-01  0.000000e+00  0.000000e+00  3.522e+08
9.35000e+04  1.831e+11  9.177407e-01  0.000000e+00  0.000000e+00  3.490e+08
9.36000e+04  1.823e+11  9.177766e-01  0.000000e+00  0.000000e+00  3.457e+08
9.37000e+04  1.814e+11  9.178125e-01  0.000000e+00  0.000000e+00  3.425e+08
9.38000e+04  1.806e+11  9.178484e-01  0.000000e+00  0.000000e+00  3.394e+08
9.39000e+04  1.797e+11  9.178843e-01  0.000000e+00  0.000000e+00  3.363e+08
9.40000e+04  1.789e+11  9.179201e-01  0.000000e+00  0.000000e+00  3.332e+08
9.41000e+04  1.781e+11  9.179560e-01  0.000000e+00  0.000000e+00  3.301e+08
9.42000e+04  1.772e+11  9.179919e-01  0.000000e+00  0.000000e+00  3.271e+08
9.43000e+04  1.764e+11  9.180277e-01  0.000000e+00  0.000000e+00  3.242e+08
9.44000e+04  1.756e+11  9.180635e-01  0.000000e+00  0.000000e+00  3.212e+08
9.45000e+04  1.748e+11  9.180994e-01  0.000000e+00  0.000000e+00  3.183e+08
9.46000e+04  1.740e+11  9.181352e-01  0.000000e+00  0.000000e+00  3.155e+08
9.47000e+04  1.732e+11  9.181710e-01  0.000000e+00  0.000000e+00  3.125e+08
9.48000e+04  1.724e+11  9.182068e-01  0.000000e+00  0.000000e+00  3.096e+08
9.49000e+04  1.715e+11  9.182426e-01  0.000000e+00  0.000000e+00  3.069e+08
9.50000e+04  1.708e+11  9.182784e-01  0.000000e+00  0.000000e+00  3.040e+08
9.51000e+04  1.700e+11  9.183142e-01  0.000000e+00  0.000000e+00  3.013e+08
9.52000e+04  1.692e+11  9.183499e-01  0.000000e+00  0.000000e+00  2.985e+08
9.53000e+04  1.684e+11  9.183857e-01  0.000000e+00  0.000000e+00  2.958e+08
9.54000e+04  1.676e+11  9.184214e-01  0.000000e+00  0.000000e+00  2.932e+08
9.55000e+04  1.668e+11  9.184572e-01  0.000000e+00  0.000000e+00  2.906e+08
9.56000e+04  1.660e+11  9.184929e-01  0.000000e+00  0.000000e+00  2.878e+08
9.57000e+04  1.653e+11  9.185286e-01  0.000000e+00  0.000000e+00  2.852e+08
9.58000e+04  1.645e+11  9.185643e-01  0.000000e+00  0.000000e+00  2.827e+08
9.59000e+04  1.637e+11  9.186000e-01  0.000000e+00  0.000000e+00  2.801e+08
9.60000e+04  1.630e+11  9.186357e-01  0.000000e+00  0.000000e+00  2.776e+08
9.61000e+04  1.622e+11  9.186714e-01  0.000000e+00  0.000000e+00  2.751e+08
9.62000e+04  1.614e+11  9.187071e-01  0.000000e+00  0.000000e+00  2.726e+08
9.63000e+04  1.607e+11  9.187427e-01  0.000000e+00  0.000000e+00  2.701e+08
9.64000e+04  1.599e+11  9.187784e-01  0.000000e+00  0.000000e+00  2.676e+08
9.65000e+04  1.592e+11  9.188140e-01  0.000000e+00  0.000000e+00  2.652e+08
9.66000e+04  1.584e+11  9.188497e-01  0.000000e+00  0.000000e+00  2.629e+08
9.67000e+04  1.577e+11  9.188853e-01  0.000000e+00  0.000000e+00  2.605e+08
9.68000e+04  1.570e+11  9.189209e-01  0.000000e+00  0.000000e+00  2.581e+08
9.69000e+04  1.562e+11  9.189565e-01  0.000000e+00  0.000000e+00  2.558e+08
9.70000e+04  1.555e+11  9.189921e-01  0.000000e+00  0.000000e+00  2.535e+08
9.71000e+04  1.548e+11  9.190277e-01  0.000000e+00  0.000000e+00  2.512e+08
9.72000e+04  1.541e+11  9.190633e-01  0.000000e+00  0.000000e+00  2.490e+08
9.73000e+04  1.533e+11  9.190988e-01  0.000000e+00  0.000000e+00  2.467e+08
9.74000e+04  1.526e+11  9.191344e-01  0.000000e+00  0.000000e+00  2.446e+08
9.75000e+04  1.519e+11  9.191699e-01  0.000000e+00  0.000000e+00  2.423e+08
9.76000e+04  1.512e+11  9.192055e-01  0.000000e+00  0.000000e+00  2.402e+08
9.77000e+04  1.505e+11  9.192410e-01  0.000000e+00  0.000000e+00  2.380e+08
9.78000e+04  1.498e+11  9.192765e-01  0.000000e+00  0.000000e+00  2.358e+08
9.79000e+04  1.491e+11  9.193120e-01  0.000000e+00  0.000000e+00  2.337e+08
9.80000e+04  1.484e+11  9.193475e-01  0.000000e+00  0.000000e+00  2.317e+08
9.81000e+04  1.477e+11  9.193830e-01  0.000000e+00  0.000000e+00  2.295e+08
9.82000e+04  1.470e+11  9.194184e-01  0.000000e+00  0.000000e+00  2.275e+08
9.83000e+04  1.463e+11  9.194539e-01  0.000000e+00  0.000000e+00  2.254e+08
9.84000e+04  1.456e+11  9.194894e-01  0.000000e+00  0.000000e+00  2.234e+08
9.85000e+04  1.449e+11  9.195248e-01  0.000000e+00  0.000000e+00  2.214e+08
9.86000e+04  1.443e+11  9.195602e-01  0.000000e+00  0.000000e+00  2.195e+08
9.87000e+04  1.436e+11  9.195956e-01  0.000000e+00  0.000000e+00  2.175e+08
9.88000e+04  1.429e+11  9.196310e-01  0.000000e+00  0.000000e+00  2.156e+08
9.89000e+04  1.422e+11  9.196664e-01  0.000000e+00  0.000000e+00  2.136e+08
9.90000e+04  1.416e+11  9.197018e-01  0.000000e+00  0.000000e+00  2.117e+08
9.91000e+04  1.409e+11  9.197372e-01  0.000000e+00  0.000000e+00  2.099e+08
9.92000e+04  1.403e+11  9.197726e-01  0.000000e+00  0.000000e+00  2.080e+08
9.93000e+04  1.396e+11  9.198079e-01  0.000000e+00  0.000000e+00  2.062e+08
9.94000e+04  1.389e+11  9.198433e-01  0.000000e+00  0.000000e+00  2.043e+08
9.95000e+04  1.383e+11  9.198786e-01  0.000000e+00  0.000000e+00  2.025e+08
9.96000e+04  1.376e+11  9.199139e-01  0.000000e+00  0.000000e+00  2.007e+08
9.97000e+04  1.370e+11  9.199492e-01  0.000000e+00  0.000000e+00  1.989e+08
9.98000e+04  1.364e+11  9.199845e-01  0.000000e+00  0.000000e+00  1.972e+08
9.99000e+04  1.357e+11  9.200198e-01  0.000000e+00  0.000000e+00  1.954e+08
1.00000e+05  1.351e+11  9.200551e-01  0.000000e+00  0.000000e+00  1.936e+08
1.00100e+05  1.344e+11  9.200903e-01  0.000000e+00  0.000000e+00  1.919e+08
1.00200e+05  1.338e+11  9.201256e-01  0.000000e+00  0.000000e+00  1.902e+08
1.00300e+05  1.332e+11  9.201608e-01  0.000000e+00  0.000000e+00  1.885e+08
1.00400e+05  1.326e+11  9.201961e-01  0.000000e+00  0.000000e+00  1.868e+08
1.00500e+05  1.319e+11  9.202313e-01  0.000000e+00  0.000000e+00  1.851e+08
1.00600e+05  1.313e+11  9.202665e-01  0.000000e+00  0.000000e+00  1.835e+08
